view,series,band,bin_days,start_jd,end_jd,mid_jd,year,magnitude,q1,q3,mad,n,uncertain
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436300.0,2436390.0,2436345.0,1958.38493,0.7,0.7,0.85,0.1,15,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436390.0,2436480.0,2436435.0,1958.63151,1.25,1.225,1.275,0.05,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436480.0,2436570.0,2436525.0,1958.87808,0.9,0.9,1.0,0.1,29,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436570.0,2436660.0,2436615.0,1959.12466,0.9,0.8,0.9,0.1,49,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436660.0,2436750.0,2436705.0,1959.37123,0.8,0.65,0.85,0.1,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436750.0,2436840.0,2436795.0,1959.61781,0.9,0.75,0.95,0.1,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436840.0,2436930.0,2436885.0,1959.86438,0.8,0.7,0.9,0.1,40,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2436930.0,2437020.0,2436975.0,1960.11066,0.8,0.6,0.9,0.1,64,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437020.0,2437110.0,2437065.0,1960.35656,0.7,0.6,0.8,0.1,17,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437110.0,2437200.0,2437155.0,1960.60246,0.85,0.825,0.875,0.05,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437200.0,2437290.0,2437245.0,1960.84836,0.9,0.7,1.075,0.2,38,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437290.0,2437380.0,2437335.0,1961.09452,0.9,0.8,1.0,0.1,44,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437380.0,2437470.0,2437425.0,1961.3411,0.8,0.75,0.9,0.1,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437470.0,2437560.0,2437515.0,1961.58767,0.9,0.875,0.925,0.05,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437560.0,2437650.0,2437605.0,1961.83425,1.0,0.9,1.0,0.1,110,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437650.0,2437740.0,2437695.0,1962.08082,0.9,0.9,1.0,0.1,143,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437740.0,2437830.0,2437785.0,1962.3274,1.0,0.9,1.2,0.1,75,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437830.0,2437920.0,2437875.0,1962.57397,1.1,1.0,1.2,0.1,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2437920.0,2438010.0,2437965.0,1962.82055,1.1,0.9,1.2,0.1,100,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438010.0,2438100.0,2438055.0,1963.06712,0.9,0.8,1.0,0.1,151,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438100.0,2438190.0,2438145.0,1963.3137,0.9,0.8,1.0,0.1,60,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438190.0,2438280.0,2438235.0,1963.56027,0.95,0.9,1.075,0.1,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438280.0,2438370.0,2438325.0,1963.80685,1.0,0.825,1.0,0.1,34,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438370.0,2438460.0,2438415.0,1964.05328,0.8,0.8,0.9,0.1,95,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438460.0,2438550.0,2438505.0,1964.29918,0.7,0.6,0.9,0.2,29,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438550.0,2438640.0,2438595.0,1964.54508,0.9,0.9,0.9,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438640.0,2438730.0,2438685.0,1964.79098,0.7,0.5,0.9,0.2,68,
1836-2026 overview,AAVSO Johnson V,V,90,2438730.0,2438820.0,2438775.0,1965.03699,0.23,0.16,0.3,0.14,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438730.0,2438820.0,2438775.0,1965.03699,0.7,0.4,0.8,0.2,119,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438820.0,2438910.0,2438865.0,1965.28356,0.5,0.4,0.7,0.1,68,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2438910.0,2439000.0,2438955.0,1965.53014,0.5,0.5,0.65,0.0,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439000.0,2439090.0,2439045.0,1965.77671,0.8,0.5,0.9,0.2,55,
1836-2026 overview,AAVSO Johnson V,V,90,2439090.0,2439180.0,2439135.0,1966.02329,0.69,0.69,0.69,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439090.0,2439180.0,2439135.0,1966.02329,0.7,0.5,0.8,0.2,105,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439180.0,2439270.0,2439225.0,1966.26986,0.9,0.8,0.9,0.0,230,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439270.0,2439360.0,2439315.0,1966.51644,0.9,0.85,1.05,0.1,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439360.0,2439450.0,2439405.0,1966.76301,0.6,0.5,0.9,0.2,50,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439450.0,2439540.0,2439495.0,1967.00959,1.0,0.9,1.1,0.1,144,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439540.0,2439630.0,2439585.0,1967.25616,0.8,0.7,0.9,0.1,146,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439630.0,2439720.0,2439675.0,1967.50274,0.9,0.8,1.09,0.1,29,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439720.0,2439810.0,2439765.0,1967.74932,0.7,0.5,0.9,0.2,65,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439810.0,2439900.0,2439855.0,1967.99589,0.7,0.6,0.8,0.1,229,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439900.0,2439990.0,2439945.0,1968.2418,0.7,0.6,0.7,0.1,222,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2439990.0,2440080.0,2440035.0,1968.4877,0.7,0.6,0.8,0.2,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440080.0,2440170.0,2440125.0,1968.73361,0.7,0.5,0.9,0.2,53,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440170.0,2440260.0,2440215.0,1968.97951,0.6,0.4,0.8,0.2,109,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440260.0,2440350.0,2440305.0,1969.22603,0.6,0.4,0.8,0.2,171,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440350.0,2440440.0,2440395.0,1969.4726,0.8,0.8,0.8,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440440.0,2440530.0,2440485.0,1969.71918,0.6,0.4,0.9,0.2,69,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440530.0,2440620.0,2440575.0,1969.96575,0.5,0.4,0.8,0.2,157,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440620.0,2440710.0,2440665.0,1970.21233,0.5,0.4,0.6,0.1,274,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440710.0,2440800.0,2440755.0,1970.4589,0.3,0.2,0.44,0.1,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440800.0,2440890.0,2440845.0,1970.70548,0.9,0.6,0.9,0.0,90,
1836-2026 overview,AAVSO Johnson V,V,90,2440890.0,2440980.0,2440935.0,1970.95205,0.58,0.57,0.62,0.02,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440890.0,2440980.0,2440935.0,1970.95205,0.525,0.4,0.8,0.125,186,
1836-2026 overview,AAVSO Johnson V,V,90,2440980.0,2441070.0,2441025.0,1971.19863,0.61,0.61,0.61,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2440980.0,2441070.0,2441025.0,1971.19863,0.57,0.46,0.7,0.11,196,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441070.0,2441160.0,2441115.0,1971.44521,0.65,0.6,0.66,0.05,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441160.0,2441250.0,2441205.0,1971.69178,0.8,0.7,0.9,0.1,77,
1836-2026 overview,AAVSO Johnson V,V,90,2441250.0,2441340.0,2441295.0,1971.93836,0.55,0.51,0.59,0.08,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441250.0,2441340.0,2441295.0,1971.93836,0.7,0.6,0.9,0.2,141,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441340.0,2441430.0,2441385.0,1972.18443,0.57,0.5,0.7,0.09,264,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441430.0,2441520.0,2441475.0,1972.43033,0.5,0.5,0.8,0.16,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441520.0,2441610.0,2441565.0,1972.67623,0.8,0.6,0.9,0.2,58,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441610.0,2441700.0,2441655.0,1972.92213,0.7,0.585,0.8,0.1,226,
1836-2026 overview,AAVSO Johnson V,V,90,2441700.0,2441790.0,2441745.0,1973.16849,0.74,0.74,0.74,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441700.0,2441790.0,2441745.0,1973.16849,0.69,0.5,0.8,0.13,283,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441790.0,2441880.0,2441835.0,1973.41507,0.6,0.5,0.7,0.1,15,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441880.0,2441970.0,2441925.0,1973.66164,1.0,0.8,1.0,0.1,55,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2441970.0,2442060.0,2442015.0,1973.90822,0.8,0.5,0.9,0.2,179,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442060.0,2442150.0,2442105.0,1974.15479,0.8,0.7,1.0,0.1,243,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442150.0,2442240.0,2442195.0,1974.40137,0.9,0.7,0.9,0.1,29,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442240.0,2442330.0,2442285.0,1974.64795,0.9,0.8,0.925,0.1,44,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442330.0,2442420.0,2442375.0,1974.89452,0.8,0.62,0.9,0.1,137,
1836-2026 overview,AAVSO Johnson V,V,90,2442420.0,2442510.0,2442465.0,1975.1411,0.475,0.4725,0.4775,0.005,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442420.0,2442510.0,2442465.0,1975.1411,0.7,0.5,0.9,0.2,177,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442510.0,2442600.0,2442555.0,1975.38767,0.7,0.5,0.8,0.2,26,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442600.0,2442690.0,2442645.0,1975.63425,0.6,0.475,0.825,0.2,40,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442690.0,2442780.0,2442735.0,1975.88082,0.6,0.3,0.8,0.2,129,
1836-2026 overview,AAVSO Johnson V,V,90,2442780.0,2442870.0,2442825.0,1976.12705,0.345,0.2725,0.4175,0.145,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442780.0,2442870.0,2442825.0,1976.12705,0.5,0.4,0.7,0.2,234,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442870.0,2442960.0,2442915.0,1976.37295,0.5,0.4,0.5,0.1,90,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2442960.0,2443050.0,2443005.0,1976.61885,0.6,0.4,0.9,0.3,48,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443050.0,2443140.0,2443095.0,1976.86475,0.5,0.4,0.7,0.1,133,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443140.0,2443230.0,2443185.0,1977.11096,0.6,0.5,0.9,0.1,251,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443230.0,2443320.0,2443275.0,1977.35753,0.65,0.6,0.9,0.15,60,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443320.0,2443410.0,2443365.0,1977.60411,0.9,0.8,1.0,0.1,27,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443410.0,2443500.0,2443455.0,1977.85068,0.9,0.7,1.0,0.1,105,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443500.0,2443590.0,2443545.0,1978.09726,0.8,0.7,1.0,0.1,181,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443590.0,2443680.0,2443635.0,1978.34384,1.0,0.775,1.4,0.3,64,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443680.0,2443770.0,2443725.0,1978.59041,0.95,0.8,1.0,0.15,24,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443770.0,2443860.0,2443815.0,1978.83699,0.8,0.7,1.1,0.2,111,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443860.0,2443950.0,2443905.0,1979.08356,0.8,0.63,0.9,0.1,201,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2443950.0,2444040.0,2443995.0,1979.33014,0.8,0.6,1.0,0.2,71,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444040.0,2444130.0,2444085.0,1979.57671,1.4,0.9,1.5,0.2,19,
1836-2026 overview,AAVSO Johnson V,V,90,2444130.0,2444220.0,2444175.0,1979.82329,0.9,0.9,0.9,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444130.0,2444220.0,2444175.0,1979.82329,0.9,0.7,1.4,0.3,131,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444220.0,2444310.0,2444265.0,1980.06967,0.8,0.6725,0.9,0.1,174,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444310.0,2444400.0,2444355.0,1980.31557,0.7,0.6,0.9,0.1,84,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444400.0,2444490.0,2444445.0,1980.56148,0.9,0.7,1.2,0.25,18,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444490.0,2444580.0,2444535.0,1980.80738,0.8,0.595,0.9,0.2,96,
1836-2026 overview,AAVSO Johnson V,V,90,2444580.0,2444670.0,2444625.0,1981.05342,0.35,0.28,0.503,0.12,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444580.0,2444670.0,2444625.0,1981.05342,0.5,0.31,0.7,0.2,191,
1836-2026 overview,AAVSO Johnson V,V,90,2444670.0,2444760.0,2444715.0,1981.3,0.522,0.498,0.5662,0.0395,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444670.0,2444760.0,2444715.0,1981.3,0.6,0.2625,0.8,0.3,106,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444760.0,2444850.0,2444805.0,1981.54658,1.4,1.0,1.5,0.1,19,
1836-2026 overview,AAVSO Johnson V,V,90,2444850.0,2444940.0,2444895.0,1981.79315,0.735,0.7225,0.7475,0.025,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444850.0,2444940.0,2444895.0,1981.79315,0.725,0.55,0.9,0.175,98,
1836-2026 overview,AAVSO Johnson V,V,90,2444940.0,2445030.0,2444985.0,1982.03973,0.49,0.49,0.49,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2444940.0,2445030.0,2444985.0,1982.03973,0.7,0.4,0.8,0.2,168,
1836-2026 overview,AAVSO Johnson V,V,90,2445030.0,2445120.0,2445075.0,1982.2863,0.51,0.51,0.51,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445030.0,2445120.0,2445075.0,1982.2863,0.7,0.4,1.1,0.3,145,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445120.0,2445210.0,2445165.0,1982.53288,1.0,0.9,1.0,0.0,19,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445210.0,2445300.0,2445255.0,1982.77945,0.9,0.5,0.9,0.24,95,
1836-2026 overview,AAVSO Johnson V,V,90,2445300.0,2445390.0,2445345.0,1983.02603,0.61,0.61,0.61,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445300.0,2445390.0,2445345.0,1983.02603,0.7,0.5,0.9,0.2,194,
1836-2026 overview,AAVSO Johnson V,V,90,2445390.0,2445480.0,2445435.0,1983.2726,0.5905,0.5837,0.5972,0.0135,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445390.0,2445480.0,2445435.0,1983.2726,0.8,0.6,0.9,0.2,137,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445480.0,2445570.0,2445525.0,1983.51918,1.0,0.9,1.35,0.2,14,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445570.0,2445660.0,2445615.0,1983.76575,0.9,0.7,1.0,0.1,83,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445660.0,2445750.0,2445705.0,1984.0123,0.58,0.4,0.8,0.18,180,
1836-2026 overview,AAVSO Johnson V,V,90,2445750.0,2445840.0,2445795.0,1984.2582,0.644,0.644,0.644,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445750.0,2445840.0,2445795.0,1984.2582,0.7,0.6,0.9,0.2,128,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445840.0,2445930.0,2445885.0,1984.5041,1.5,1.5,1.6,0.1,10,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2445930.0,2446020.0,2445975.0,1984.75,1.0,0.9,1.6,0.2,85,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446020.0,2446110.0,2446065.0,1984.9959,0.8,0.7,0.9,0.1,189,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446110.0,2446200.0,2446155.0,1985.24247,0.8,0.7,1.0,0.12,166,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446200.0,2446290.0,2446245.0,1985.48904,0.725,0.6375,0.8125,0.175,2,
1836-2026 overview,AAVSO Johnson V,V,90,2446290.0,2446380.0,2446335.0,1985.73562,0.67,0.625,0.675,0.01,3,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446290.0,2446380.0,2446335.0,1985.73562,0.9,0.71,0.9,0.1,87,
1836-2026 overview,AAVSO Johnson V,V,90,2446380.0,2446470.0,2446425.0,1985.98219,0.675,0.6575,0.6925,0.035,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446380.0,2446470.0,2446425.0,1985.98219,0.8,0.7,0.9,0.1,217,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446470.0,2446560.0,2446515.0,1986.22877,0.66,0.4,0.9,0.24,228,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446560.0,2446650.0,2446605.0,1986.47534,0.85,0.825,0.875,0.05,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446650.0,2446740.0,2446695.0,1986.72192,0.8,0.6,0.9,0.1,115,
1836-2026 overview,AAVSO Johnson V,V,90,2446740.0,2446830.0,2446785.0,1986.96849,0.489,0.4835,0.4945,0.011,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446740.0,2446830.0,2446785.0,1986.96849,0.6,0.5,0.8,0.18,228,
1836-2026 overview,AAVSO Johnson V,V,90,2446830.0,2446920.0,2446875.0,1987.21507,0.372,0.358,0.4145,0.026,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446830.0,2446920.0,2446875.0,1987.21507,0.6,0.4,0.8,0.2,221,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2446920.0,2447010.0,2446965.0,1987.46164,0.22,0.22,0.4,0.0,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447010.0,2447100.0,2447055.0,1987.70822,0.465,0.355,0.9,0.175,158,
1836-2026 overview,AAVSO Johnson V,V,90,2447100.0,2447190.0,2447145.0,1987.95479,0.607,0.607,0.607,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447100.0,2447190.0,2447145.0,1987.95479,0.6,0.475,0.9,0.2,203,
1836-2026 overview,AAVSO Johnson V,V,90,2447190.0,2447280.0,2447235.0,1988.20082,0.4,0.394,0.4655,0.017,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447190.0,2447280.0,2447235.0,1988.20082,0.67,0.5,0.9,0.17,211,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447280.0,2447370.0,2447325.0,1988.44672,0.66,0.45,0.745,0.18,12,
1836-2026 overview,AAVSO Johnson V,V,90,2447370.0,2447460.0,2447415.0,1988.69262,0.74,0.74,0.74,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447370.0,2447460.0,2447415.0,1988.69262,0.7,0.61,0.9,0.15,102,
1836-2026 overview,AAVSO Johnson V,V,90,2447460.0,2447550.0,2447505.0,1988.93852,0.84,0.81,0.91,0.07,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447460.0,2447550.0,2447505.0,1988.93852,0.9,0.7,1.0,0.2,123,
1836-2026 overview,AAVSO Johnson V,V,90,2447550.0,2447640.0,2447595.0,1989.18493,0.93,0.909,0.952,0.022,9,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447550.0,2447640.0,2447595.0,1989.18493,0.92,0.8,1.1,0.12,151,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447640.0,2447730.0,2447685.0,1989.43151,0.9,0.75,0.9,0.1,6,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447730.0,2447820.0,2447775.0,1989.67808,0.9,0.7,1.0,0.1,35,
1836-2026 overview,AAVSO Johnson V,V,90,2447820.0,2447910.0,2447865.0,1989.92466,0.707,0.674,0.739,0.043,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447820.0,2447910.0,2447865.0,1989.92466,0.9,0.7,1.0,0.14,119,
1836-2026 overview,AAVSO Johnson V,V,90,2447910.0,2448000.0,2447955.0,1990.17123,0.622,0.6055,0.636,0.016,27,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2447910.0,2448000.0,2447955.0,1990.17123,0.8,0.65,0.9,0.1,159,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448000.0,2448090.0,2448045.0,1990.41781,0.9,0.76,0.9,0.14,5,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448090.0,2448180.0,2448135.0,1990.66438,0.7,0.6,0.7,0.1,44,
1836-2026 overview,AAVSO Johnson V,V,90,2448180.0,2448270.0,2448225.0,1990.91096,0.5245,0.4675,0.56,0.0495,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448180.0,2448270.0,2448225.0,1990.91096,0.7,0.5,0.8,0.16,125,
1836-2026 overview,AAVSO Johnson V,V,90,2448270.0,2448360.0,2448315.0,1991.15753,0.521,0.487,0.5605,0.039,19,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448270.0,2448360.0,2448315.0,1991.15753,0.7,0.5,0.8,0.19,182,
1836-2026 overview,AAVSO Johnson V,V,90,2448360.0,2448450.0,2448405.0,1991.40411,0.554,0.554,0.554,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448360.0,2448450.0,2448405.0,1991.40411,0.7,0.5475,0.75,0.16,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448450.0,2448540.0,2448495.0,1991.65068,0.46,0.4,0.6,0.07,52,
1836-2026 overview,AAVSO Johnson V,V,90,2448540.0,2448630.0,2448585.0,1991.89726,0.355,0.3492,0.3665,0.0095,8,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448540.0,2448630.0,2448585.0,1991.89726,0.6,0.43,0.7,0.15,117,
1836-2026 overview,AAVSO Johnson V,V,90,2448630.0,2448720.0,2448675.0,1992.14344,0.383,0.359,0.393,0.024,25,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448630.0,2448720.0,2448675.0,1992.14344,0.5,0.36,0.7,0.2,166,
1836-2026 overview,AAVSO Johnson V,V,90,2448720.0,2448810.0,2448765.0,1992.38934,0.4095,0.4042,0.4148,0.0105,2,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448720.0,2448810.0,2448765.0,1992.38934,0.6,0.39,0.73,0.16,19,
1836-2026 overview,AAVSO Johnson V,V,90,2448810.0,2448900.0,2448855.0,1992.63525,0.494,0.494,0.494,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448810.0,2448900.0,2448855.0,1992.63525,0.6,0.5,0.8,0.2,42,
1836-2026 overview,AAVSO Johnson V,V,90,2448900.0,2448990.0,2448945.0,1992.88115,0.596,0.554,0.6975,0.076,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448900.0,2448990.0,2448945.0,1992.88115,0.665,0.4725,0.9,0.235,118,
1836-2026 overview,AAVSO Johnson V,V,90,2448990.0,2449080.0,2449035.0,1993.1274,0.877,0.848,0.897,0.021,25,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2448990.0,2449080.0,2449035.0,1993.1274,0.9,0.7,1.0,0.1,173,
1836-2026 overview,AAVSO Johnson V,V,90,2449080.0,2449170.0,2449125.0,1993.37397,0.84,0.777,0.8612,0.0225,4,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449080.0,2449170.0,2449125.0,1993.37397,1.0,0.9,1.0,0.1,25,
1836-2026 overview,AAVSO Johnson V,V,90,2449170.0,2449260.0,2449215.0,1993.62055,0.82,0.82,0.82,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449170.0,2449260.0,2449215.0,1993.62055,0.9,0.8,0.9875,0.1,26,
1836-2026 overview,AAVSO Johnson V,V,90,2449260.0,2449350.0,2449305.0,1993.86712,0.61,0.598,0.6235,0.014,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449260.0,2449350.0,2449305.0,1993.86712,0.8,0.68,0.9,0.1,123,
1836-2026 overview,AAVSO Johnson V,V,90,2449350.0,2449440.0,2449395.0,1994.1137,0.6905,0.67,0.7185,0.023,24,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449350.0,2449440.0,2449395.0,1994.1137,0.73,0.6,0.9,0.15,189,
1836-2026 overview,AAVSO Johnson V,V,90,2449440.0,2449530.0,2449485.0,1994.36027,0.65,0.65,0.65,0.0,1,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449440.0,2449530.0,2449485.0,1994.36027,0.7,0.6,0.8,0.1,49,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449530.0,2449620.0,2449575.0,1994.60685,0.7,0.5,0.8,0.15,30,
1836-2026 overview,AAVSO Johnson V,V,90,2449620.0,2449710.0,2449665.0,1994.85342,0.477,0.4305,0.4985,0.0285,18,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449620.0,2449710.0,2449665.0,1994.85342,0.6,0.48,0.7,0.1,150,
1836-2026 overview,AAVSO Johnson V,V,90,2449710.0,2449800.0,2449755.0,1995.1,0.696,0.669,0.721,0.027,35,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449710.0,2449800.0,2449755.0,1995.1,0.71,0.6,0.9,0.11,249,
1836-2026 overview,AAVSO Johnson V,V,90,2449800.0,2449890.0,2449845.0,1995.34658,0.817,0.7935,0.822,0.015,11,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449800.0,2449890.0,2449845.0,1995.34658,0.9,0.7,1.0,0.1,65,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449890.0,2449980.0,2449935.0,1995.59315,0.7,0.65,0.8,0.1,23,
1836-2026 overview,AAVSO Johnson V,V,90,2449980.0,2450070.0,2450025.0,1995.83973,0.396,0.3715,0.447,0.047,7,
1836-2026 overview,AAVSO visual estimates,Vis.,90,2449980.0,2450070.0,2450025.0,1995.83973,0.6,0.5,0.8,0.17,114,
1836-2026 overview,AAVSO Johnson V,V,90,2450070.0,2450160.0,2450115.0,1996.08607,0.505,0.496,0.525,0.012,25,
